2025-03-06 15:08:00,Firewall Rule,Allowed,teste@pmg.local,90.9,ACESSO INTERNET REDE DE ACESSO,158,Default SNAT IPv4,Port7.2,Port17,192.168.63.220,10.10.10.25,58487,80.0,TCP,1,1
2025-03-06 15:08:00,Firewall Rule,Allowed,,84.3,ACESSO INTERNET REDE DE ACESSO,183,Default SNAT IPv4,Port6.28,Port2,192.168.80.20,192.168.1.1,21538,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,117.7,ACESSO INTERNET REDE DE ACESSO,186,Default SNAT IPv4,Port1.23,Port18,192.168.216.61,192.168.1.1,30972,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,96.3,ACESSO INTERNET REDE DE ACESSO,150,Default SNAT IPv4,Port3.15,Port13,192.168.202.41,192.168.1.1,2142,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,90.6,ACESSO INTERNET REDE DE ACESSO,134,Default SNAT IPv4,Port5.9,Port15,192.168.192.50,192.168.1.1,40666,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,74.4,ACESSO INTERNET REDE DE ACESSO,188,Default SNAT IPv4,Port10.26,Port4,192.168.96.115,192.168.1.1,37740,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,101.2,ACESSO INTERNET REDE DE ACESSO,197,Default SNAT IPv4,Port8.7,Port6,192.168.178.133,192.168.1.1,16868,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,86.1,ACESSO INTERNET REDE DE ACESSO,141,Default SNAT IPv4,Port3.20,Port6,192.168.54.140,192.168.1.1,6086,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,110.8,ACESSO INTERNET REDE DE ACESSO,144,Default SNAT IPv4,Port4.23,Port14,192.168.83.140,192.168.1.1,44064,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,113.3,ACESSO INTERNET REDE DE ACESSO,166,Default SNAT IPv4,Port7.24,Port16,192.168.252.8,192.168.1.1,45868,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,95.4,ACESSO INTERNET REDE DE ACESSO,103,Default SNAT IPv4,Port6.14,Port9,192.168.50.82,192.168.1.1,25756,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,122.6,ACESSO INTERNET REDE DE ACESSO,135,Default SNAT IPv4,Port1.8,Port14,192.168.122.30,192.168.1.1,7327,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,111.6,ACESSO INTERNET REDE DE ACESSO,189,Default SNAT IPv4,Port7.19,Port16,192.168.216.245,192.168.1.1,34411,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,97.9,ACESSO INTERNET REDE DE ACESSO,165,Default SNAT IPv4,Port9.22,Port3,192.168.15.6,192.168.1.1,40303,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,101.8,ACESSO INTERNET REDE DE ACESSO,110,Default SNAT IPv4,Port5.26,Port5,192.168.56.126,192.168.1.1,39581,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,120.8,ACESSO INTERNET REDE DE ACESSO,200,Default SNAT IPv4,Port4.6,Port7,192.168.157.128,192.168.1.1,5432,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,102.6,ACESSO INTERNET REDE DE ACESSO,167,Default SNAT IPv4,Port7.6,Port10,192.168.34.53,192.168.1.1,37545,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,94.9,ACESSO INTERNET REDE DE ACESSO,182,Default SNAT IPv4,Port7.6,Port11,192.168.172.197,192.168.1.1,25495,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,114.3,ACESSO INTERNET REDE DE ACESSO,127,Default SNAT IPv4,Port9.14,Port5,192.168.79.99,192.168.1.1,3726,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,83.9,ACESSO INTERNET REDE DE ACESSO,137,Default SNAT IPv4,Port7.3,Port1,192.168.23.126,192.168.1.1,29011,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,84.3,ACESSO INTERNET REDE DE ACESSO,196,Default SNAT IPv4,Port10.1,Port5,192.168.109.199,192.168.1.1,2508,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,teste@pmg.local,101.9,ACESSO INTERNET REDE DE ACESSO,192,Default SNAT IPv4,Port8.6,Port14,192.168.141.235,10.10.10.25,50535,80.0,TCP,1,1
2025-03-06 15:08:00,Firewall Rule,Allowed,,92.5,ACESSO INTERNET REDE DE ACESSO,182,Default SNAT IPv4,Port6.27,Port15,192.168.51.190,192.168.1.1,38388,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,89.4,ACESSO INTERNET REDE DE ACESSO,115,Default SNAT IPv4,Port5.21,Port4,192.168.82.90,192.168.1.1,44902,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,122.5,ACESSO INTERNET REDE DE ACESSO,125,Default SNAT IPv4,Port9.16,Port3,192.168.37.99,192.168.1.1,11096,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,109.2,ACESSO INTERNET REDE DE ACESSO,106,Default SNAT IPv4,Port6.28,Port1,192.168.164.226,192.168.1.1,34857,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,97.8,ACESSO INTERNET REDE DE ACESSO,160,Default SNAT IPv4,Port1.22,Port15,192.168.48.241,192.168.1.1,42015,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,104.7,ACESSO INTERNET REDE DE ACESSO,130,Default SNAT IPv4,Port10.26,Port6,192.168.38.74,192.168.1.1,17236,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,127.0,ACESSO INTERNET REDE DE ACESSO,136,Default SNAT IPv4,Port4.11,Port20,192.168.200.6,192.168.1.1,33026,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,71.6,ACESSO INTERNET REDE DE ACESSO,153,Default SNAT IPv4,Port9.5,Port17,192.168.124.94,192.168.1.1,34419,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,92.4,ACESSO INTERNET REDE DE ACESSO,146,Default SNAT IPv4,Port2.27,Port4,192.168.105.170,192.168.1.1,41126,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,103.6,ACESSO INTERNET REDE DE ACESSO,194,Default SNAT IPv4,Port1.13,Port5,192.168.84.119,192.168.1.1,42281,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,102.4,ACESSO INTERNET REDE DE ACESSO,126,Default SNAT IPv4,Port5.16,Port11,192.168.48.241,192.168.1.1,32175,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,109.0,ACESSO INTERNET REDE DE ACESSO,186,Default SNAT IPv4,Port2.28,Port3,192.168.235.37,192.168.1.1,32137,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,,81.4,ACESSO INTERNET REDE DE ACESSO,178,Default SNAT IPv4,Port3.18,Port6,192.168.10.61,192.168.1.1,32624,443.0,TCP,1,0
2025-03-06 15:08:00,Firewall Rule,Allowed,teste@pmg.local,110.6,ACESSO INTERNET REDE DE ACESSO,109,Default SNAT IPv4,Port2.11,Port5,192.168.6.60,10.10.10.25,50906,80.0,TCP,1,1
2025-03-06 15:08:00,Firewall Rule,Allowed,,108.1,ACESSO INTERNET REDE DE ACESSO,193,Default SNAT IPv4,Port7.14,Port15,192.168.72.121,192.168.1.1,16328,443.0,TCP,1,0
