timestamp,evento,ação,usuario,cod1,descricao_rede,cod2,nat_policy,porta_saida,porta_entrada,ip_origem,ip_destino,porta_origem,porta_destino,protocolo,flag,label
2025-03-06 06:00:13,Firewall Rule,Blocked,scan@rogue.dev,182.48,TRÁFEGO INTERNO,245,Sem NAT,Port14.73,Port21,172.23.222.143,172.24.184.165,35387,110.0,IGMP,1,1
2025-03-06 06:00:41,Connection Attempt,Dropped, ,143.39,TRÁFEGO INTERNO,199,Bypass,Port25.62,Port50,172.23.222.143,10.196.249.146,41072,80.0,GRE,0,1
2025-03-06 06:01:07,Connection Attempt,Allowed,usuario@pmg.local,37.06,TRÁFEGO SUSPEITO,92,Ataque NAT,Port29.21,Port53,172.23.222.143,192.168.153.151,57940,22.0,GRE,1,1
2025-03-06 06:01:28,Alert,Blocked,root@compromised.dev,274.0,TRÁFEGO SUSPEITO,206,SNAT Temporário,Port37.99,Port23,172.23.222.143,172.27.226.51,21520,80.0,IGMP,0,1
2025-03-06 06:01:51,Connection Attempt,Blocked,exploit@malware.org,92.99,COMUNICAÇÃO EXTERNA,179,Ataque NAT,Port21.89,Port27,172.23.222.143,10.106.16.183,12747,80.0,ESP,1,1
2025-03-06 06:02:09,Alert,Denied,root@compromised.dev,224.37,VARREDURA DE PORTAS,157,Double NAT,Port33.82,Port18,172.23.222.143,10.142.120.100,36819,3389.0,UDP,0,1
2025-03-06 06:02:23,Firewall Rule,Dropped,exploit@malware.org,63.18,TENTATIVA DE EXPLOIT,112,Bypass,Port28.98,Port15,172.23.222.143,172.31.240.246,59022,3306.0,ESP,0,1
2025-03-06 06:02:42,Firewall Rule,Denied,exploit@malware.org,76.77,ATAQUE AUTOMATIZADO,292,Default SNAT IPv4,Port3.21,Port42,172.23.222.143,172.25.212.108,21800,53.0,IGMP,1,1
2025-03-06 06:02:57,Firewall Rule,Denied,,182.38,DDoS DETECTADO,186,Sem NAT,Port21.58,Port5,172.23.222.143,10.46.94.189,50956,5900.0,UDP,0,1
2025-03-06 06:03:23,Alert,Allowed, ,153.58,COMUNICAÇÃO EXTERNA,282,Ataque NAT,Port9.93,Port53,172.23.222.143,192.168.206.91,41792,80.0,TCP,1,1
2025-03-06 06:03:49,Alert,Allowed,scan@rogue.dev,168.88,VARREDURA DE PORTAS,70,Ataque NAT,Port31.86,Port8,172.23.222.143,192.168.74.148,8676,25.0,UDP,0,1
2025-03-06 06:04:13,Alert,Allowed,ataque@botnet.local,123.34,ACESSO INTERNET REDE DE ACESSO,299,Sem NAT,Port18.66,Port54,172.23.222.143,10.51.29.35,61978,3306.0,GRE,0,1
2025-03-06 06:04:36,Connection Attempt,Blocked,,64.91,ACESSO INTERNET REDE DE ACESSO,133,Double NAT,Port3.14,Port38,172.23.222.143,10.174.81.57,48745,3306.0,ICMP,0,1
2025-03-06 06:05:04,Firewall Rule,Blocked,usuario@pmg.local,62.53,TENTATIVA DE EXPLOIT,146,Double NAT,Port22.38,Port4,172.23.222.143,10.175.30.126,27026,110.0,TCP,1,1
2025-03-06 06:05:34,Alert,Dropped,exploit@malware.org,171.08,VARREDURA DE PORTAS,78,Bypass,Port8.97,Port3,172.23.222.143,172.28.226.156,41120,110.0,UDP,0,1
2025-03-06 06:05:45,Alert,Dropped,scan@rogue.dev,296.44,COMUNICAÇÃO EXTERNA,281,Bypass,Port8.93,Port22,172.23.222.143,172.27.245.186,62339,80.0,TCP,0,1
2025-03-06 06:06:14,Connection Attempt,Allowed,,49.43,TRÁFEGO INTERNO,229,Default SNAT IPv4,Port15.4,Port4,172.23.222.143,10.157.138.239,3449,53.0,ESP,0,1
2025-03-06 06:06:28,Alert,Allowed,usuario@pmg.local,153.66,VARREDURA DE PORTAS,214,Bypass,Port17.77,Port43,172.23.222.143,192.168.156.171,10453,3306.0,ESP,0,1
2025-03-06 06:06:42,Firewall Rule,Dropped,usuario@pmg.local,105.69,TENTATIVA DE EXPLOIT,115,SNAT Temporário,Port28.60,Port51,172.23.222.143,10.44.188.190,60353,22.0,ESP,1,1
2025-03-06 06:07:10,Firewall Rule,Allowed, ,20.68,TRÁFEGO INTERNO,193,Default SNAT IPv4,Port29.84,Port13,172.23.222.143,172.31.2.81,62728,22.0,ICMP,1,1
2025-03-06 06:07:22,Connection Attempt,Blocked,scan@rogue.dev,141.3,COMUNICAÇÃO EXTERNA,79,Bypass,Port28.9,Port31,172.23.222.143,172.31.156.96,39858,22980.0,UDP,0,1
2025-03-06 06:07:48,Firewall Rule,Blocked,root@compromised.dev,77.87,VPN CORPORATIVA,89,SNAT Temporário,Port19.92,Port25,172.23.222.143,10.183.174.92,13776,3306.0,ICMP,0,1
2025-03-06 06:08:05,Firewall Rule,Dropped,scan@rogue.dev,209.65,VARREDURA DE PORTAS,102,Bypass,Port20.92,Port2,172.23.222.143,10.93.211.247,59633,443.0,TCP,0,1
2025-03-06 06:08:30,Firewall Rule,Denied,,33.71,TRÁFEGO SUSPEITO,257,Double NAT,Port31.67,Port47,172.23.222.143,192.168.170.132,49418,5900.0,ESP,0,1
2025-03-06 06:08:44,Firewall Rule,Blocked,usuario@pmg.local,229.34,VPN CORPORATIVA,198,Bypass,Port25.74,Port3,172.23.222.143,192.168.104.150,44928,25.0,ICMP,0,1
2025-03-06 06:08:56,Connection Attempt,Dropped, ,168.01,TRÁFEGO INTERNO,279,Ataque NAT,Port10.61,Port46,172.23.222.143,172.22.9.228,30976,25.0,ICMP,0,1
2025-03-06 06:09:11,Firewall Rule,Blocked,root@compromised.dev,237.1,ATAQUE AUTOMATIZADO,255,Double NAT,Port30.88,Port16,172.23.222.143,10.148.100.176,21281,3389.0,TCP,1,1
2025-03-06 06:09:41,Alert,Blocked,exploit@malware.org,189.17,TRÁFEGO INTERNO,177,Sem NAT,Port30.50,Port25,172.23.222.143,192.168.168.227,47094,53.0,GRE,0,1
2025-03-06 06:09:52,Firewall Rule,Allowed,,247.76,ATAQUE AUTOMATIZADO,212,Bypass,Port19.89,Port29,172.23.222.143,10.173.1.87,32099,53.0,GRE,1,1
2025-03-06 06:10:22,Firewall Rule,Dropped,scan@rogue.dev,17.46,TRÁFEGO INTERNO,58,SNAT Temporário,Port26.55,Port57,172.23.222.143,172.23.102.4,43006,25.0,ESP,1,1
2025-03-06 06:10:52,Connection Attempt,Blocked,,100.72,TENTATIVA DE EXPLOIT,196,Double NAT,Port8.10,Port4,172.23.222.143,172.23.102.4,64360,54371.0,IGMP,0,1
2025-03-06 06:11:15,Connection Attempt,Blocked,ataque@botnet.local,113.22,ACESSO INTERNET REDE DE ACESSO,227,Default SNAT IPv4,Port39.13,Port44,172.23.222.143,192.168.187.155,42867,110.0,IGMP,1,1
2025-03-06 06:11:42,Connection Attempt,Dropped,usuario@pmg.local,169.57,DDoS DETECTADO,207,SNAT Temporário,Port39.79,Port28,172.23.222.143,172.26.161.229,6724,110.0,UDP,0,1
2025-03-06 06:12:07,Connection Attempt,Allowed,,69.72,ATAQUE AUTOMATIZADO,81,SNAT Temporário,Port23.67,Port18,172.23.222.143,172.30.145.174,3995,110.0,ESP,1,1
2025-03-06 06:12:32,Firewall Rule,Blocked,,197.37,DDoS DETECTADO,297,SNAT Temporário,Port15.60,Port39,172.23.222.143,172.16.171.69,12714,5900.0,TCP,1,1
2025-03-06 06:12:46,Firewall Rule,Dropped,scan@rogue.dev,153.42,TENTATIVA DE EXPLOIT,274,Double NAT,Port26.24,Port6,172.23.222.143,172.20.196.76,3396,53.0,UDP,0,1
2025-03-06 06:13:08,Alert,Allowed,usuario@pmg.local,212.63,VARREDURA DE PORTAS,151,Default SNAT IPv4,Port39.49,Port26,172.23.222.143,172.21.161.25,19524,5900.0,ICMP,1,1
2025-03-06 06:13:35,Alert,Allowed,,183.82,ACESSO INTERNET REDE DE ACESSO,95,Sem NAT,Port30.99,Port47,172.23.222.143,172.20.235.128,64468,443.0,UDP,0,1
2025-03-06 06:13:52,Connection Attempt,Blocked,root@compromised.dev,18.01,TRÁFEGO INTERNO,195,Bypass,Port22.33,Port24,172.23.222.143,10.248.224.57,47084,3306.0,TCP,0,1
2025-03-06 06:14:21,Connection Attempt,Blocked,root@compromised.dev,152.91,DDoS DETECTADO,189,Bypass,Port7.69,Port39,172.23.222.143,10.142.120.100,58782,110.0,TCP,0,1
2025-03-06 06:14:48,Firewall Rule,Dropped,scan@rogue.dev,263.95,VPN CORPORATIVA,273,SNAT Temporário,Port38.66,Port34,172.23.222.143,10.224.128.108,30018,25.0,TCP,1,1
2025-03-06 06:15:00,Firewall Rule,Allowed,usuario@pmg.local,220.43,ATAQUE AUTOMATIZADO,168,Default SNAT IPv4,Port11.68,Port19,172.23.222.143,172.23.217.67,19465,25.0,TCP,1,1
2025-03-06 06:15:18,Alert,Denied,scan@rogue.dev,268.18,TRÁFEGO INTERNO,196,Sem NAT,Port28.35,Port23,172.23.222.143,172.31.74.193,62064,5900.0,TCP,0,1
2025-03-06 06:15:42,Connection Attempt,Allowed,,137.85,VPN CORPORATIVA,224,Double NAT,Port30.3,Port60,172.23.222.143,172.25.212.108,21335,5900.0,IGMP,1,1
2025-03-06 06:16:03,Firewall Rule,Allowed,admin@pmg.local,239.22,DDoS DETECTADO,191,Sem NAT,Port9.82,Port60,172.23.222.143,192.168.180.227,18354,25.0,UDP,1,1
2025-03-06 06:16:17,Firewall Rule,Denied,ataque@botnet.local,121.4,TRÁFEGO SUSPEITO,130,Ataque NAT,Port17.50,Port24,192.168.102.8,192.168.133.175,28244,53.0,GRE,0,1
2025-03-06 06:16:36,Alert,Dropped,ataque@botnet.local,94.61,TRÁFEGO INTERNO,188,Bypass,Port15.1,Port25,192.168.102.8,172.24.208.104,19563,63592.0,IGMP,1,1
2025-03-06 06:17:05,Firewall Rule,Dropped,root@compromised.dev,109.4,DDoS DETECTADO,98,Ataque NAT,Port15.95,Port23,192.168.102.8,172.23.192.23,57144,443.0,UDP,0,1
2025-03-06 06:17:29,Firewall Rule,Dropped,ataque@botnet.local,207.74,VARREDURA DE PORTAS,58,Default SNAT IPv4,Port18.75,Port23,192.168.102.8,172.24.184.165,45254,443.0,ESP,0,1
2025-03-06 06:17:51,Alert,Allowed,ataque@botnet.local,210.03,ACESSO INTERNET REDE DE ACESSO,175,SNAT Temporário,Port12.90,Port30,192.168.102.8,172.25.5.87,58624,3389.0,TCP,0,1
2025-03-06 06:18:09,Connection Attempt,Blocked,admin@pmg.local,158.54,TENTATIVA DE EXPLOIT,236,Sem NAT,Port7.69,Port30,192.168.102.8,10.192.16.67,23485,5900.0,ICMP,0,1
2025-03-06 06:18:31,Firewall Rule,Allowed,,56.46,VPN CORPORATIVA,50,Double NAT,Port5.23,Port23,192.168.102.8,172.25.229.80,62827,110.0,ESP,0,1
2025-03-06 06:18:41,Connection Attempt,Allowed,root@compromised.dev,97.19,DDoS DETECTADO,238,Default SNAT IPv4,Port15.93,Port2,192.168.102.8,192.168.65.69,39207,3389.0,IGMP,0,1
2025-03-06 06:18:59,Firewall Rule,Dropped,scan@rogue.dev,210.79,ATAQUE AUTOMATIZADO,58,SNAT Temporário,Port20.77,Port44,192.168.102.8,172.16.112.237,1429,110.0,TCP,0,1
2025-03-06 06:19:21,Firewall Rule,Blocked,usuario@pmg.local,299.73,TENTATIVA DE EXPLOIT,109,SNAT Temporário,Port10.30,Port53,192.168.102.8,172.21.161.25,58482,22.0,ESP,0,1
2025-03-06 06:19:32,Firewall Rule,Denied,admin@pmg.local,261.93,TRÁFEGO INTERNO,197,Bypass,Port21.57,Port52,192.168.102.8,192.168.59.118,22155,110.0,GRE,0,1
2025-03-06 06:19:49,Alert,Denied,scan@rogue.dev,104.72,TRÁFEGO INTERNO,97,Bypass,Port27.68,Port57,192.168.102.8,10.251.56.204,60369,5900.0,ESP,0,1
2025-03-06 06:19:59,Connection Attempt,Allowed,ataque@botnet.local,294.74,TRÁFEGO INTERNO,226,Double NAT,Port31.2,Port25,192.168.102.8,10.157.176.76,46089,80.0,TCP,1,1
2025-03-06 06:20:18,Connection Attempt,Blocked,exploit@malware.org,18.86,TENTATIVA DE EXPLOIT,210,Default SNAT IPv4,Port19.82,Port56,192.168.102.8,192.168.149.177,14141,3306.0,GRE,1,1
2025-03-06 06:20:40,Firewall Rule,Allowed,admin@pmg.local,154.28,TENTATIVA DE EXPLOIT,196,Ataque NAT,Port2.56,Port2,192.168.102.8,172.24.252.240,47336,51104.0,TCP,1,1
2025-03-06 06:21:08,Firewall Rule,Denied,exploit@malware.org,42.23,VPN CORPORATIVA,281,Default SNAT IPv4,Port16.62,Port4,192.168.102.8,192.168.23.253,49900,3389.0,GRE,0,1
2025-03-06 06:21:34,Firewall Rule,Dropped,scan@rogue.dev,235.71,TRÁFEGO SUSPEITO,270,Bypass,Port12.50,Port5,192.168.102.8,192.168.190.43,61800,443.0,TCP,0,1
2025-03-06 06:22:03,Alert,Dropped,admin@pmg.local,253.13,VPN CORPORATIVA,263,SNAT Temporário,Port3.12,Port9,192.168.102.8,172.30.96.56,40176,3389.0,UDP,0,1
2025-03-06 06:22:28,Alert,Denied,usuario@pmg.local,158.75,ACESSO INTERNET REDE DE ACESSO,296,Sem NAT,Port11.54,Port32,192.168.102.8,192.168.8.5,58181,80.0,TCP,1,1
2025-03-06 06:22:40,Alert,Dropped,exploit@malware.org,191.02,VPN CORPORATIVA,155,Ataque NAT,Port28.62,Port48,192.168.102.8,10.164.39.121,30632,80.0,ESP,1,1
2025-03-06 06:23:07,Connection Attempt,Blocked,ataque@botnet.local,133.07,COMUNICAÇÃO EXTERNA,275,Ataque NAT,Port38.96,Port5,192.168.102.8,192.168.199.222,25004,3306.0,ICMP,1,1
2025-03-06 06:23:23,Alert,Denied,admin@pmg.local,187.02,COMUNICAÇÃO EXTERNA,250,Bypass,Port27.77,Port29,192.168.102.8,10.7.72.92,36432,33009.0,IGMP,0,1
2025-03-06 06:23:48,Connection Attempt,Denied,,101.48,TENTATIVA DE EXPLOIT,132,SNAT Temporário,Port24.33,Port24,192.168.102.8,10.157.236.226,6878,5900.0,TCP,1,1
2025-03-06 06:24:02,Alert,Dropped,usuario@pmg.local,154.54,ACESSO INTERNET REDE DE ACESSO,52,Ataque NAT,Port10.66,Port31,192.168.102.8,192.168.191.78,9839,5900.0,IGMP,1,1
2025-03-06 06:24:24,Firewall Rule,Blocked,ataque@botnet.local,211.05,DDoS DETECTADO,71,Bypass,Port17.47,Port7,192.168.102.8,172.28.54.34,21918,80.0,IGMP,1,1
2025-03-06 06:24:45,Firewall Rule,Blocked,,63.63,TENTATIVA DE EXPLOIT,203,Default SNAT IPv4,Port20.68,Port54,192.168.102.8,10.240.18.39,57368,3306.0,ESP,0,1
2025-03-06 06:25:10,Alert,Denied,scan@rogue.dev,30.35,TRÁFEGO SUSPEITO,123,Double NAT,Port13.80,Port22,192.168.102.8,172.16.243.185,43949,23911.0,GRE,1,1
2025-03-06 06:25:24,Firewall Rule,Allowed,ataque@botnet.local,226.23,ATAQUE AUTOMATIZADO,99,Default SNAT IPv4,Port15.58,Port31,192.168.102.8,172.31.240.248,50258,40048.0,IGMP,0,1
2025-03-06 06:25:34,Connection Attempt,Allowed,usuario@pmg.local,46.52,ACESSO INTERNET REDE DE ACESSO,247,Sem NAT,Port2.79,Port2,172.22.107.242,10.40.114.184,12917,443.0,GRE,0,1
2025-03-06 06:25:55,Connection Attempt,Dropped,admin@pmg.local,77.3,ACESSO INTERNET REDE DE ACESSO,50,Default SNAT IPv4,Port1.96,Port31,172.22.107.242,172.25.229.80,28254,110.0,GRE,0,1
2025-03-06 06:26:24,Firewall Rule,Denied,,177.73,TRÁFEGO INTERNO,119,Bypass,Port2.81,Port8,172.22.107.242,192.168.190.170,41863,80.0,TCP,1,1
2025-03-06 06:26:47,Alert,Dropped,usuario@pmg.local,39.98,VPN CORPORATIVA,278,Ataque NAT,Port24.38,Port17,172.22.107.242,172.28.169.217,7195,53.0,IGMP,0,1
2025-03-06 06:26:59,Firewall Rule,Denied,root@compromised.dev,236.18,COMUNICAÇÃO EXTERNA,220,Sem NAT,Port8.39,Port56,172.22.107.242,192.168.34.236,9417,5361.0,UDP,0,1
2025-03-06 06:27:26,Firewall Rule,Allowed,usuario@pmg.local,75.75,VPN CORPORATIVA,188,SNAT Temporário,Port2.61,Port34,172.22.107.242,192.168.191.78,38943,25.0,IGMP,0,1
2025-03-06 06:27:47,Firewall Rule,Blocked,ataque@botnet.local,37.37,VPN CORPORATIVA,105,Ataque NAT,Port17.74,Port1,172.22.107.242,192.168.149.177,44737,25.0,ICMP,0,1
2025-03-06 06:28:09,Alert,Dropped,exploit@malware.org,256.16,VARREDURA DE PORTAS,266,Sem NAT,Port32.57,Port7,172.22.107.242,10.113.167.207,40881,110.0,GRE,1,1
2025-03-06 06:28:20,Connection Attempt,Dropped, ,218.03,ATAQUE AUTOMATIZADO,163,Ataque NAT,Port26.31,Port2,172.22.107.242,172.29.166.149,26953,53.0,UDP,1,1
2025-03-06 06:28:30,Firewall Rule,Allowed,usuario@pmg.local,115.4,DDoS DETECTADO,244,Ataque NAT,Port25.35,Port34,172.22.107.242,192.168.57.36,20242,110.0,TCP,0,1
2025-03-06 06:28:43,Alert,Denied,admin@pmg.local,43.47,VPN CORPORATIVA,206,Default SNAT IPv4,Port21.87,Port11,172.22.107.242,10.232.106.185,56390,80.0,UDP,0,1
2025-03-06 06:29:06,Connection Attempt,Allowed, ,292.36,VPN CORPORATIVA,130,Sem NAT,Port31.18,Port54,172.22.107.242,192.168.38.46,3945,22.0,ESP,0,1
2025-03-06 06:29:33,Alert,Denied,,108.54,DDoS DETECTADO,111,Sem NAT,Port3.72,Port25,172.22.107.242,192.168.12.96,2131,25.0,ESP,1,1
2025-03-06 06:29:45,Alert,Allowed,admin@pmg.local,41.66,VPN CORPORATIVA,187,Bypass,Port11.70,Port18,172.22.107.242,192.168.20.119,13758,53.0,UDP,0,1
2025-03-06 06:30:14,Firewall Rule,Allowed,scan@rogue.dev,283.75,VARREDURA DE PORTAS,128,Ataque NAT,Port26.5,Port2,172.22.107.242,10.157.176.76,6571,22.0,TCP,0,1
2025-03-06 06:30:34,Firewall Rule,Blocked,root@compromised.dev,135.82,ACESSO INTERNET REDE DE ACESSO,161,Sem NAT,Port14.57,Port16,172.22.107.242,10.199.63.193,2677,443.0,UDP,0,1
2025-03-06 06:30:50,Alert,Blocked,ataque@botnet.local,60.15,TENTATIVA DE EXPLOIT,272,Default SNAT IPv4,Port9.51,Port4,172.22.107.242,172.18.136.211,17573,22.0,UDP,0,1
2025-03-06 06:31:13,Firewall Rule,Denied,root@compromised.dev,232.43,ACESSO INTERNET REDE DE ACESSO,157,Bypass,Port37.95,Port19,172.22.107.242,172.25.5.87,5797,5900.0,UDP,0,1
2025-03-06 06:31:31,Alert,Blocked,scan@rogue.dev,231.77,VPN CORPORATIVA,212,Default SNAT IPv4,Port30.91,Port25,172.22.107.242,10.47.159.194,19792,110.0,ICMP,0,1
2025-03-06 06:31:42,Connection Attempt,Blocked,,210.1,COMUNICAÇÃO EXTERNA,141,SNAT Temporário,Port4.80,Port39,172.22.107.242,10.113.167.207,39489,50641.0,ICMP,1,1
2025-03-06 06:32:10,Connection Attempt,Blocked,,145.62,ATAQUE AUTOMATIZADO,261,SNAT Temporário,Port35.86,Port54,172.22.107.242,10.200.174.93,14302,80.0,TCP,0,1
2025-03-06 06:32:36,Alert,Allowed,scan@rogue.dev,62.17,VARREDURA DE PORTAS,221,SNAT Temporário,Port9.59,Port40,172.22.107.242,172.30.94.180,422,110.0,ESP,1,1
2025-03-06 06:32:56,Firewall Rule,Dropped,scan@rogue.dev,81.75,VARREDURA DE PORTAS,73,Sem NAT,Port40.95,Port16,172.22.107.242,192.168.137.58,57125,25.0,ICMP,1,1
2025-03-06 06:33:12,Firewall Rule,Denied,admin@pmg.local,229.22,TENTATIVA DE EXPLOIT,68,Ataque NAT,Port19.36,Port27,172.22.107.242,192.168.159.72,24483,22.0,ESP,1,1
2025-03-06 06:33:27,Connection Attempt,Denied,root@compromised.dev,146.78,VARREDURA DE PORTAS,278,SNAT Temporário,Port6.18,Port30,172.22.107.242,192.168.33.53,35556,25.0,UDP,1,1
2025-03-06 06:33:38,Firewall Rule,Dropped,,31.57,TRÁFEGO INTERNO,155,Sem NAT,Port8.43,Port58,172.22.107.242,172.23.21.35,32040,25.0,UDP,1,1
2025-03-06 06:34:03,Firewall Rule,Allowed,ataque@botnet.local,37.34,VARREDURA DE PORTAS,231,Ataque NAT,Port23.39,Port58,172.22.107.242,10.223.26.89,47094,3389.0,GRE,0,1
2025-03-06 06:34:28,Alert,Allowed, ,264.57,TENTATIVA DE EXPLOIT,292,Ataque NAT,Port29.8,Port60,172.22.107.242,192.168.132.99,33740,3306.0,IGMP,0,1
2025-03-06 06:34:43,Connection Attempt,Allowed,usuario@pmg.local,169.67,VPN CORPORATIVA,52,Default SNAT IPv4,Port35.97,Port37,172.22.107.242,172.22.85.32,42985,443.0,IGMP,1,1
2025-03-06 06:35:00,Connection Attempt,Dropped,usuario@pmg.local,46.74,TRÁFEGO SUSPEITO,64,Sem NAT,Port38.18,Port18,172.22.107.242,10.232.106.185,5132,3389.0,IGMP,0,1
2025-03-06 06:35:17,Alert,Allowed,exploit@malware.org,277.2,TENTATIVA DE EXPLOIT,177,Sem NAT,Port1.95,Port17,172.22.107.242,10.47.159.194,3734,3389.0,UDP,1,1
2025-03-06 06:35:34,Connection Attempt,Allowed,admin@pmg.local,115.14,TENTATIVA DE EXPLOIT,84,Double NAT,Port11.7,Port59,172.22.107.242,172.20.196.76,26732,3306.0,IGMP,1,1
2025-03-06 06:36:04,Firewall Rule,Allowed,usuario@pmg.local,199.42,DDoS DETECTADO,245,Ataque NAT,Port3.86,Port18,172.22.107.242,172.25.198.94,56395,5900.0,ICMP,0,1
2025-03-06 06:36:28,Firewall Rule,Dropped,ataque@botnet.local,285.33,VARREDURA DE PORTAS,166,Default SNAT IPv4,Port27.73,Port55,172.22.107.242,192.168.164.56,9664,110.0,GRE,1,1
2025-03-06 06:36:38,Alert,Dropped, ,92.82,VPN CORPORATIVA,149,Double NAT,Port18.13,Port50,172.22.107.242,10.63.87.173,58341,25.0,IGMP,0,1
