timestamp,evento,ação,usuario,cod1,descricao_rede,cod2,nat_policy,porta_saida,porta_entrada,ip_origem,ip_destino,porta_origem,porta_destino,protocolo,flag,label
2025-03-06 06:00:53,Alert,Dropped,usuario@pmg.local,89.27,ACESSO INTERNET REDE DE ACESSO,270,Bypass,Port31.18,Port56,10.85.102.22,10.175.206.101,63937,3306.0,TCP,1,1
2025-03-06 06:01:22,Alert,Denied,scan@rogue.dev,78.31,COMUNICAÇÃO EXTERNA,72,SNAT Temporário,Port33.56,Port9,10.85.102.22,10.80.47.211,28025,25.0,UDP,1,1
2025-03-06 06:02:01,Alert,Denied,,92.36,ACESSO INTERNET REDE DE ACESSO,95,Sem NAT,Port10.68,Port7,10.85.102.22,192.168.163.210,33009,443.0,GRE,1,1
2025-03-06 06:02:58,Firewall Rule,Dropped,admin@pmg.local,69.9,ACESSO INTERNET REDE DE ACESSO,251,Default SNAT IPv4,Port7.59,Port49,10.85.102.22,192.168.149.59,49760,80.0,TCP,1,1
2025-03-06 06:04:28,Connection Attempt,Allowed,admin@pmg.local,69.52,TRÁFEGO SUSPEITO,192,Ataque NAT,Port37.27,Port26,10.85.102.22,172.24.195.49,41570,443.0,ESP,0,1
2025-03-06 06:05:12,Connection Attempt,Dropped,root@compromised.dev,111.43,ATAQUE AUTOMATIZADO,289,Sem NAT,Port29.25,Port4,10.85.102.22,172.25.114.96,4481,3306.0,TCP,0,1
2025-03-06 06:05:42,Firewall Rule,Dropped,ataque@botnet.local,288.42,VARREDURA DE PORTAS,300,Default SNAT IPv4,Port33.96,Port11,10.85.102.22,172.24.170.35,42190,55573.0,GRE,1,1
2025-03-06 06:06:20,Firewall Rule,Blocked,ataque@botnet.local,169.29,ACESSO INTERNET REDE DE ACESSO,285,Default SNAT IPv4,Port5.71,Port40,10.85.102.22,172.30.15.125,40873,110.0,GRE,1,1
2025-03-06 06:08:00,Firewall Rule,Denied,scan@rogue.dev,25.08,ATAQUE AUTOMATIZADO,53,Ataque NAT,Port24.21,Port26,10.85.102.22,10.102.108.47,64897,62446.0,TCP,0,1
2025-03-06 06:09:03,Firewall Rule,Blocked,scan@rogue.dev,31.41,VPN CORPORATIVA,77,SNAT Temporário,Port24.93,Port27,10.85.102.22,172.21.236.125,41701,12968.0,UDP,0,1
