timestamp,evento,ação,usuario,cod1,descricao_rede,cod2,nat_policy,porta_saida,porta_entrada,ip_origem,ip_destino,porta_origem,porta_destino,protocolo,flag,label
2025-03-06 06:00:16,Alert,Allowed,scan@rogue.dev,241.5,VPN CORPORATIVA,178,SNAT Temporário,Port27.35,Port42,10.97.103.58,192.168.109.28,41605,5900.0,ICMP,1,1
2025-03-06 06:00:36,Alert,Allowed,,77.75,COMUNICAÇÃO EXTERNA,174,Bypass,Port29.88,Port58,10.97.103.58,172.22.62.136,51647,4260.0,IGMP,0,1
2025-03-06 06:01:06,Connection Attempt,Denied,usuario@pmg.local,253.06,DDoS DETECTADO,126,Bypass,Port1.10,Port10,10.97.103.58,192.168.100.132,59276,5900.0,UDP,0,1
2025-03-06 06:01:23,Alert,Allowed, ,140.48,TRÁFEGO SUSPEITO,118,Double NAT,Port28.57,Port14,10.97.103.58,192.168.219.202,14066,3306.0,UDP,1,1
2025-03-06 06:01:53,Alert,Denied, ,157.75,VPN CORPORATIVA,181,SNAT Temporário,Port39.79,Port59,10.97.103.58,10.123.124.117,13259,110.0,GRE,1,1
2025-03-06 06:02:21,Connection Attempt,Dropped,admin@pmg.local,221.5,TRÁFEGO SUSPEITO,237,Sem NAT,Port39.6,Port59,10.97.103.58,172.24.32.116,9206,110.0,IGMP,0,1
2025-03-06 06:02:41,Connection Attempt,Dropped,admin@pmg.local,139.3,TRÁFEGO INTERNO,51,Double NAT,Port10.68,Port6,10.97.103.58,10.202.117.166,6741,25.0,IGMP,0,1
2025-03-06 06:03:07,Firewall Rule,Dropped,exploit@malware.org,126.76,ACESSO INTERNET REDE DE ACESSO,176,Bypass,Port38.31,Port31,10.97.103.58,192.168.105.21,13227,25.0,UDP,1,1
2025-03-06 06:03:20,Connection Attempt,Dropped,root@compromised.dev,218.28,DDoS DETECTADO,55,Ataque NAT,Port24.71,Port58,10.97.103.58,172.29.214.82,54090,1689.0,TCP,1,1
2025-03-06 06:03:41,Firewall Rule,Denied,admin@pmg.local,43.87,COMUNICAÇÃO EXTERNA,248,Double NAT,Port23.60,Port3,10.97.103.58,172.17.27.244,14622,443.0,TCP,1,1
2025-03-06 06:03:59,Firewall Rule,Dropped,,46.61,TRÁFEGO SUSPEITO,204,Bypass,Port30.24,Port16,10.97.103.58,172.25.241.97,22542,3389.0,IGMP,1,1
