2025-03-06 10:00:00,Firewall Rule,Allowed,admin@pmg.local,51.62,TRÁFEGO INTERNO,161,Custom SNAT,Port10.27,Port24,192.168.12.29,10.186.8.167,47471,80.0,TCP,0
2025-03-06 10:00:00,Firewall Rule,Allowed,vazio@pmg.local,143.19,REDE CONVIDADO,186,Sem SNAT,Port9.22,Port24,192.168.18.239,10.124.159.237,21621,53.0,UDP,1
2025-03-06 10:00:00,Firewall Rule,Allowed,admin@pmg.local,149.83,REDE CONVIDADO,99,Sem SNAT,Port3.25,Port24,192.168.2.164,10.251.157.59,11421,8443.0,UDP,1
2025-03-06 10:00:00,Firewall Rule,Denied,usuario@pmg.local,174.77,TRÁFEGO INTERNO,247,Sem SNAT,Port2.21,Port3,192.168.19.43,10.92.75.255,20290,45544.0,UDP,1
2025-03-06 10:00:00,Firewall Rule,Allowed,scanner@iot.local,66.15,ACESSO INTERNET REDE DE ACESSO,152,Custom SNAT,Port9.1,Port2,192.168.20.116,10.7.152.176,20607,53.0,TCP,1
2025-03-06 10:00:00,Firewall Rule,Allowed,guest@pmg.local,59.45,ACESSO À REDE WI-FI,241,SNAT Alternativo,Port2.5,Port2,192.168.0.28,10.98.29.12,49021,8080.0,ICMP,1
2025-03-06 10:00:00,Firewall Rule,Allowed,guest@pmg.local,57.4,TRÁFEGO INTERNO,183,SNAT Alternativo,Port1.9,Port15,192.168.7.62,10.121.113.252,42063,3389.0,ICMP,0
2025-03-06 10:00:00,Firewall Rule,Denied,vazio@pmg.local,59.11,TRÁFEGO INTERNO,122,Sem SNAT,Port10.26,Port11,192.168.20.48,10.91.193.123,36821,25.0,ESP,1
2025-03-06 10:00:00,Firewall Rule,Allowed,vazio@pmg.local,71.74,ACESSO À REDE WI-FI,148,Custom SNAT,Port7.2,Port9,192.168.13.193,10.65.165.158,18247,3389.0,TCP,0
2025-03-06 10:00:00,Firewall Rule,Allowed,admin@pmg.local,76.64,ACESSO INTERNET REDE DE ACESSO,184,Sem SNAT,Port8.26,Port19,192.168.15.80,10.244.120.167,40625,8080.0,ICMP,1
2025-03-06 10:00:00,Firewall Rule,Denied,guest@pmg.local,175.55,ACESSO INTERNET REDE DE ACESSO,136,Custom SNAT,Port2.1,Port21,192.168.9.47,10.135.45.147,48709,25.0,UDP,1
2025-03-06 10:00:01,Firewall Rule,Allowed,usuario@pmg.local,116.92,ACESSO À REDE WI-FI,92,Custom SNAT,Port1.20,Port21,192.168.16.73,10.7.152.176,38387,3389.0,UDP,1
2025-03-06 10:00:01,Firewall Rule,Allowed,usuario@pmg.local,150.3,VPN CORPORATIVA,241,SNAT Alternativo,Port6.30,Port2,192.168.18.51,10.49.188.225,60594,80.0,UDP,0
2025-03-06 10:00:01,Firewall Rule,Denied,vazio@pmg.local,125.68,ACESSO À REDE WI-FI,279,SNAT Alternativo,Port3.14,Port21,192.168.11.220,10.63.194.67,24623,3389.0,UDP,0
2025-03-06 10:00:01,Firewall Rule,Allowed,usuario@pmg.local,169.44,REDE CONVIDADO,216,Sem SNAT,Port6.4,Port4,192.168.2.71,10.74.6.43,12472,443.0,ICMP,1
2025-03-06 10:00:01,Firewall Rule,Allowed,scanner@iot.local,74.07,TRÁFEGO INTERNO,100,Sem SNAT,Port10.14,Port19,192.168.2.42,10.249.183.75,26861,53.0,TCP,0
2025-03-06 10:00:01,Firewall Rule,Allowed,usuario@pmg.local,45.15,VPN CORPORATIVA,115,Custom SNAT,Port2.14,Port14,192.168.19.45,10.10.186.168,18280,80.0,ESP,1
2025-03-06 10:00:01,Firewall Rule,Allowed,scanner@iot.local,126.48,TRÁFEGO INTERNO,226,Custom SNAT,Port6.13,Port1,192.168.15.74,10.26.28.37,39284,8443.0,ICMP,0
2025-03-06 10:00:01,Firewall Rule,Allowed,guest@pmg.local,45.77,VPN CORPORATIVA,232,Default SNAT IPv4,Port7.19,Port20,192.168.20.48,10.18.122.217,30893,443.0,UDP,1
2025-03-06 10:00:01,Firewall Rule,Allowed,scanner@iot.local,173.87,VPN CORPORATIVA,235,Default SNAT IPv4,Port6.27,Port8,192.168.8.45,10.242.68.9,7905,22.0,ESP,0
2025-03-06 10:00:01,Firewall Rule,Allowed,admin@pmg.local,123.98,ACESSO À REDE WI-FI,277,SNAT Alternativo,Port7.17,Port1,192.168.15.188,10.119.208.73,61724,44160.0,TCP,1
2025-03-06 10:00:01,Firewall Rule,Allowed,admin@pmg.local,158.9,VPN CORPORATIVA,111,Sem SNAT,Port10.20,Port3,192.168.15.207,10.82.77.206,11100,3389.0,ICMP,0
2025-03-06 10:00:02,Firewall Rule,Allowed,guest@pmg.local,93.95,ACESSO À REDE WI-FI,241,Default SNAT IPv4,Port2.26,Port1,192.168.10.207,10.239.105.5,35644,80.0,UDP,0
2025-03-06 10:00:02,Firewall Rule,Allowed,guest@pmg.local,169.22,ACESSO INTERNET REDE DE ACESSO,148,Custom SNAT,Port9.9,Port14,192.168.7.25,10.239.105.5,11359,8080.0,TCP,0
2025-03-06 10:00:02,Firewall Rule,Allowed,scanner@iot.local,119.36,TRÁFEGO INTERNO,238,SNAT Alternativo,Port10.29,Port3,192.168.4.132,10.234.241.150,20650,3389.0,ESP,0
2025-03-06 10:00:02,Firewall Rule,Allowed,scanner@iot.local,117.93,VPN CORPORATIVA,255,SNAT Alternativo,Port4.4,Port24,192.168.11.203,10.114.227.0,20541,143.0,TCP,1
2025-03-06 10:00:02,Firewall Rule,Allowed,admin@pmg.local,166.96,REDE CONVIDADO,174,Default SNAT IPv4,Port9.19,Port6,192.168.19.84,10.216.12.107,9640,43388.0,TCP,1
2025-03-06 10:00:03,Firewall Rule,Allowed,guest@pmg.local,93.01,ACESSO INTERNET REDE DE ACESSO,118,Default SNAT IPv4,Port8.28,Port3,192.168.5.244,10.125.14.71,36479,22.0,ICMP,0
2025-03-06 10:00:03,Firewall Rule,Allowed,guest@pmg.local,119.23,VPN CORPORATIVA,150,Custom SNAT,Port6.10,Port14,192.168.10.116,10.79.107.6,7193,443.0,ICMP,1
2025-03-06 10:00:03,Firewall Rule,Allowed,guest@pmg.local,73.58,TRÁFEGO INTERNO,192,Custom SNAT,Port6.2,Port12,192.168.12.40,10.246.186.236,23573,53.0,UDP,1
2025-03-06 10:00:03,Firewall Rule,Denied,admin@pmg.local,60.25,ACESSO À REDE WI-FI,106,Custom SNAT,Port7.3,Port10,192.168.7.159,10.121.113.252,7283,13039.0,ESP,1
2025-03-06 10:00:03,Firewall Rule,Allowed,scanner@iot.local,103.03,REDE CONVIDADO,227,Default SNAT IPv4,Port4.8,Port25,192.168.19.190,10.188.148.50,54517,110.0,UDP,1
2025-03-06 10:00:03,Firewall Rule,Allowed,usuario@pmg.local,143.66,ACESSO À REDE WI-FI,172,SNAT Alternativo,Port8.25,Port1,192.168.8.66,10.79.107.6,20023,16772.0,ESP,1
2025-03-06 10:00:03,Firewall Rule,Allowed,scanner@iot.local,120.02,TRÁFEGO INTERNO,212,Custom SNAT,Port1.15,Port12,192.168.1.128,10.10.186.168,54977,443.0,ICMP,0
2025-03-06 10:00:03,Firewall Rule,Allowed,scanner@iot.local,165.72,ACESSO À REDE WI-FI,175,Custom SNAT,Port3.1,Port1,192.168.13.222,10.17.211.140,63394,143.0,ICMP,1
2025-03-06 10:00:03,Firewall Rule,Allowed,vazio@pmg.local,59.14,ACESSO INTERNET REDE DE ACESSO,237,Sem SNAT,Port8.26,Port12,192.168.11.51,10.103.242.147,36537,8080.0,ESP,1
2025-03-06 10:00:03,Firewall Rule,Allowed,usuario@pmg.local,116.1,ACESSO INTERNET REDE DE ACESSO,133,Sem SNAT,Port1.11,Port10,192.168.17.45,10.91.193.123,39845,443.0,ESP,0
2025-03-06 10:00:03,Firewall Rule,Allowed,admin@pmg.local,167.82,VPN CORPORATIVA,122,SNAT Alternativo,Port3.23,Port8,192.168.20.9,10.70.49.112,18168,53.0,UDP,0
2025-03-06 10:00:03,Firewall Rule,Allowed,guest@pmg.local,99.38,TRÁFEGO INTERNO,103,Sem SNAT,Port10.14,Port11,192.168.1.47,10.98.29.12,44218,80.0,ICMP,1
2025-03-06 10:00:03,Firewall Rule,Allowed,vazio@pmg.local,174.52,VPN CORPORATIVA,130,Sem SNAT,Port6.26,Port4,192.168.4.189,10.213.243.158,37273,443.0,ESP,1
2025-03-06 10:00:04,Firewall Rule,Allowed,admin@pmg.local,84.6,VPN CORPORATIVA,161,SNAT Alternativo,Port9.26,Port22,192.168.15.242,10.228.63.137,61107,53.0,TCP,1
2025-03-06 10:00:04,Firewall Rule,Allowed,scanner@iot.local,41.21,ACESSO À REDE WI-FI,119,SNAT Alternativo,Port5.13,Port12,192.168.8.133,10.235.245.1,36925,8080.0,TCP,1
2025-03-06 10:00:04,Firewall Rule,Allowed,vazio@pmg.local,129.42,ACESSO À REDE WI-FI,204,Default SNAT IPv4,Port6.5,Port17,192.168.12.163,10.144.5.196,37686,8443.0,UDP,1
2025-03-06 10:00:04,Firewall Rule,Allowed,admin@pmg.local,96.79,ACESSO À REDE WI-FI,250,Custom SNAT,Port10.14,Port7,192.168.11.247,10.209.104.41,38078,443.0,ICMP,0
2025-03-06 10:00:04,Firewall Rule,Allowed,scanner@iot.local,68.27,ACESSO INTERNET REDE DE ACESSO,187,Sem SNAT,Port3.9,Port22,192.168.18.182,10.80.206.202,63394,3389.0,ESP,0
2025-03-06 10:00:04,Firewall Rule,Allowed,vazio@pmg.local,114.22,REDE CONVIDADO,262,Custom SNAT,Port5.21,Port7,192.168.6.207,10.82.77.206,29315,45435.0,TCP,1
2025-03-06 10:00:05,Firewall Rule,Allowed,scanner@iot.local,46.1,VPN CORPORATIVA,122,SNAT Alternativo,Port9.28,Port11,192.168.1.209,10.7.152.176,4198,8443.0,UDP,1
2025-03-06 10:00:05,Firewall Rule,Allowed,guest@pmg.local,45.39,REDE CONVIDADO,205,Default SNAT IPv4,Port6.20,Port17,192.168.20.193,10.148.109.132,36464,13264.0,ICMP,1
2025-03-06 10:00:05,Firewall Rule,Allowed,usuario@pmg.local,136.69,ACESSO À REDE WI-FI,268,SNAT Alternativo,Port3.5,Port22,192.168.2.93,10.29.203.245,7714,39799.0,UDP,1
2025-03-06 10:00:05,Firewall Rule,Allowed,scanner@iot.local,45.96,ACESSO INTERNET REDE DE ACESSO,115,Default SNAT IPv4,Port3.4,Port15,192.168.12.95,10.200.27.115,41213,443.0,TCP,1
2025-03-06 10:00:05,Firewall Rule,Allowed,scanner@iot.local,142.31,VPN CORPORATIVA,141,Custom SNAT,Port1.22,Port12,192.168.8.20,10.124.159.237,36321,43164.0,ESP,1
2025-03-06 10:00:05,Firewall Rule,Allowed,vazio@pmg.local,111.04,ACESSO À REDE WI-FI,173,Custom SNAT,Port1.18,Port22,192.168.12.113,10.92.75.255,18234,143.0,ICMP,1
2025-03-06 10:00:06,Firewall Rule,Allowed,admin@pmg.local,124.13,ACESSO À REDE WI-FI,102,Sem SNAT,Port5.10,Port20,192.168.1.74,10.234.241.150,25955,3389.0,TCP,1
2025-03-06 10:00:06,Firewall Rule,Allowed,guest@pmg.local,128.63,REDE CONVIDADO,152,SNAT Alternativo,Port1.12,Port9,192.168.13.242,10.142.189.68,9199,25.0,ESP,1
2025-03-06 10:00:06,Firewall Rule,Allowed,usuario@pmg.local,151.75,ACESSO À REDE WI-FI,191,Default SNAT IPv4,Port5.10,Port8,192.168.17.251,10.43.99.120,23043,8080.0,ESP,1
2025-03-06 10:00:06,Firewall Rule,Allowed,admin@pmg.local,145.81,ACESSO INTERNET REDE DE ACESSO,153,Sem SNAT,Port9.2,Port7,192.168.4.68,10.239.105.5,17454,8080.0,ICMP,1
2025-03-06 10:00:06,Firewall Rule,Allowed,guest@pmg.local,176.05,ACESSO À REDE WI-FI,254,Custom SNAT,Port2.5,Port21,192.168.17.21,10.109.55.226,35698,43738.0,UDP,0
2025-03-06 10:00:06,Firewall Rule,Allowed,vazio@pmg.local,90.33,REDE CONVIDADO,198,Custom SNAT,Port1.20,Port20,192.168.18.22,10.125.128.181,25325,443.0,ESP,1
2025-03-06 10:00:06,Firewall Rule,Allowed,usuario@pmg.local,124.88,REDE CONVIDADO,153,Default SNAT IPv4,Port6.6,Port4,192.168.0.242,10.70.49.112,58086,22.0,TCP,1
2025-03-06 10:00:06,Firewall Rule,Allowed,vazio@pmg.local,133.88,ACESSO INTERNET REDE DE ACESSO,235,Default SNAT IPv4,Port4.9,Port13,192.168.8.188,10.43.99.120,53681,53.0,ESP,1
2025-03-06 10:00:06,Firewall Rule,Allowed,usuario@pmg.local,109.69,ACESSO INTERNET REDE DE ACESSO,86,Default SNAT IPv4,Port7.29,Port12,192.168.2.133,10.136.191.128,58409,143.0,ESP,0
2025-03-06 10:00:06,Firewall Rule,Allowed,admin@pmg.local,73.57,TRÁFEGO INTERNO,208,Sem SNAT,Port8.22,Port11,192.168.11.128,10.49.188.225,19735,8080.0,TCP,0
2025-03-06 10:00:06,Firewall Rule,Allowed,guest@pmg.local,97.64,REDE CONVIDADO,208,Default SNAT IPv4,Port2.19,Port20,192.168.12.241,10.186.8.167,17943,8080.0,TCP,1
2025-03-06 10:00:07,Firewall Rule,Allowed,admin@pmg.local,40.88,REDE CONVIDADO,107,SNAT Alternativo,Port5.28,Port21,192.168.6.9,10.10.186.168,16251,21727.0,ICMP,1
2025-03-06 10:00:07,Firewall Rule,Allowed,guest@pmg.local,174.31,VPN CORPORATIVA,211,SNAT Alternativo,Port7.16,Port24,192.168.9.168,10.202.106.91,59082,8443.0,UDP,1
2025-03-06 10:00:07,Firewall Rule,Allowed,usuario@pmg.local,163.26,ACESSO INTERNET REDE DE ACESSO,124,Default SNAT IPv4,Port9.11,Port18,192.168.7.11,10.244.120.167,61896,443.0,ICMP,0
2025-03-06 10:00:07,Firewall Rule,Allowed,admin@pmg.local,167.78,REDE CONVIDADO,275,SNAT Alternativo,Port4.14,Port12,192.168.4.149,10.242.68.9,30807,80.0,UDP,0
