IP de Origem;Qtd_Conexoes;Tempo_Segundos;Diversidade_IP_Destino;Requisicoes_por_Segundo;Qtd_Portas_Solicitadas;Blacklist
167775172;5;1634;3;0.0030599755201958386;5;0
167783184;4;2432;4;0.001644736842105263;4;0
167838942;4;2306;1;0.0017346053772766695;4;0
167853480;4;3330;4;0.0012012012012012011;4;0
167861336;3;1846;1;0.0016251354279523294;3;0
167903498;4;1494;4;0.002677376171352075;4;0
167931580;1;0;1;0.0;1;0
167980101;4;2251;1;0.001776988005330964;4;0
168022565;2;83;1;0.024096385542168676;2;0
168040513;2;271;2;0.007380073800738007;2;0
168043328;3;2438;2;0.0012305168170631665;3;0
168088504;2;156;1;0.01282051282051282;2;0
168096880;4;2641;4;0.0015145778114350624;4;0
168120189;3;1892;2;0.0015856236786469344;3;0
168125285;2;1511;2;0.0013236267372600927;2;0
168141251;4;3297;4;0.001213224143160449;4;0
168168778;1;0;1;0.0;1;0
168182811;5;1501;4;0.0033311125916055963;5;0
168214041;3;387;3;0.007751937984496124;3;0
168238033;4;2285;3;0.00175054704595186;4;0
168243572;3;2545;3;0.0011787819253438114;3;0
168246679;5;2819;4;0.0017736786094359701;5;0
168269920;2;621;1;0.00322061191626409;2;0
168307354;3;1383;1;0.0021691973969631237;3;0
168333757;6;970;3;0.006185567010309278;6;0
168343104;4;2740;2;0.00145985401459854;4;0
168366721;2;254;2;0.007874015748031496;2;0
168385414;2;221;2;0.00904977375565611;2;0
168390647;5;1245;2;0.004016064257028112;5;0
168412930;2;141;1;0.014184397163120567;2;0
168415457;2;720;2;0.002777777777777778;2;0
168466657;3;2528;2;0.0011867088607594937;3;0
168526934;2;1900;1;0.0010526315789473684;2;0
168530958;2;428;1;0.004672897196261682;2;0
168535563;6;2786;4;0.0021536252692031586;6;0
168548956;4;414;4;0.00966183574879227;4;0
168559866;3;2691;2;0.0011148272017837235;3;0
168586872;4;2424;1;0.0016501650165016502;4;0
168591264;1;0;1;0.0;1;0
168594001;6;1860;4;0.0032258064516129032;6;0
168634947;8;2939;5;0.0027220142905750254;8;0
168643890;2;2007;1;0.000996512207274539;2;0
168650534;5;2581;3;0.0019372336303758234;5;0
168661027;3;3495;2;0.0008583690987124463;3;0
168713221;2;934;1;0.0021413276231263384;2;0
168770874;3;2869;1;0.0010456605088881143;3;0
168820493;3;1254;2;0.0023923444976076554;3;0
168821629;1;0;1;0.0;1;0
168845860;2;1338;2;0.0014947683109118087;2;0
168851888;1;0;1;0.0;1;0
168864669;5;1173;2;0.004262574595055414;5;0
168883997;3;967;2;0.0031023784901758012;3;0
168884584;4;1847;3;0.002165674066053059;4;0
168895099;3;2420;2;0.0012396694214876034;3;0
168941106;3;538;3;0.0055762081784386614;3;0
168968021;2;680;2;0.0029411764705882353;2;0
168992277;1;0;1;0.0;1;0
168995026;4;2368;2;0.0016891891891891893;4;0
169021473;2;1227;2;0.0016299918500407497;2;0
169027993;5;1279;3;0.003909304143862392;5;0
169031364;3;2391;2;0.0012547051442910915;3;0
169037008;4;3429;2;0.0011665208515602217;4;0
169037745;4;1317;4;0.0030372057706909645;4;0
169040473;5;1006;3;0.004970178926441352;5;0
169049267;2;1816;2;0.0011013215859030838;2;0
169051443;4;2971;4;0.0013463480309660047;4;0
169069179;7;2598;5;0.0026943802925327174;7;0
169069563;3;1693;2;0.0017720023626698169;3;0
169096021;3;2378;2;0.001261564339781329;3;0
169110839;1;0;1;0.0;1;0
169144569;1;0;1;0.0;1;0
169147964;4;1876;4;0.0021321961620469083;4;0
169163016;4;2862;3;0.001397624039133473;4;0
169173480;2;2145;2;0.0009324009324009324;2;0
169195616;4;3059;4;0.0013076168682576005;4;0
169197454;2;562;2;0.0035587188612099642;2;0
169199261;5;2817;4;0.001774937877174299;5;0
169247461;5;1317;3;0.0037965072133637054;5;0
169250953;1;0;1;0.0;1;0
169254273;4;3452;4;0.0011587485515643105;4;0
169260882;4;1023;3;0.0039100684261974585;4;0
169286604;6;2442;1;0.002457002457002457;6;0
169324155;4;1112;3;0.0035971223021582736;4;0
169340005;2;1673;2;0.001195457262402869;2;0
169340294;3;1937;3;0.0015487867836861124;3;0
169368035;2;1509;2;0.0013253810470510272;2;0
169382182;2;1469;2;0.0013614703880190605;2;0
169383157;3;1850;2;0.0016216216216216215;3;0
169431216;1;0;1;0.0;1;0
169454367;5;2621;3;0.0019076688286913392;5;0
169477064;3;894;3;0.003355704697986577;3;0
169566594;2;588;2;0.003401360544217687;2;0
169584867;3;1830;3;0.001639344262295082;3;0
169588914;3;2116;3;0.0014177693761814746;3;0
169598120;1;0;1;0.0;1;0
169603992;1;0;1;0.0;1;0
169604148;3;3067;3;0.00097815454841865;3;0
169660333;4;2566;4;0.001558846453624318;4;0
169687219;4;2021;2;0.0019792182088075212;4;0
169763112;5;2849;5;0.001755001755001755;5;0
169768597;2;1784;2;0.0011210762331838565;2;0
169777225;3;2793;2;0.0010741138560687433;3;0
169799651;4;2755;1;0.0014519056261343012;4;0
169799695;2;320;2;0.00625;2;0
169800387;1;0;1;0.0;1;0
169806052;6;2567;3;0.002337358784573432;6;0
169807286;3;1660;3;0.0018072289156626507;3;0
169831558;1;0;1;0.0;1;0
169864701;2;182;1;0.01098901098901099;2;0
169886191;4;2298;1;0.0017406440382941688;4;0
169888086;2;1658;2;0.0012062726176115801;2;0
169941805;1;0;1;0.0;1;0
170034345;3;1828;3;0.0016411378555798686;3;0
170039219;4;2548;3;0.0015698587127158557;4;0
170041160;4;881;2;0.004540295119182747;4;0
170069732;4;2245;4;0.0017817371937639199;4;0
170109098;4;1180;2;0.003389830508474576;4;0
170141824;2;1186;2;0.0016863406408094434;2;0
170147915;1;0;1;0.0;1;0
170149647;3;558;3;0.005376344086021506;3;0
170152580;1;0;1;0.0;1;0
170155082;4;1703;2;0.002348796241926013;4;0
170157101;1;0;1;0.0;1;0
170187050;2;971;1;0.0020597322348094747;2;0
170193657;3;1237;2;0.002425222312045271;3;0
170308447;3;2758;2;0.0010877447425670776;3;0
170308675;1;0;1;0.0;1;0
170322871;2;2290;2;0.0008733624454148472;2;0
170322936;4;482;4;0.008298755186721992;4;0
170327969;5;2939;5;0.001701258931609391;5;0
170332391;2;145;2;0.013793103448275862;2;0
170341245;3;1030;2;0.002912621359223301;3;0
170359407;5;3415;4;0.0014641288433382138;5;0
170362050;3;2534;3;0.0011838989739542227;3;0
170363811;3;1884;2;0.0015923566878980893;3;0
170441552;6;2128;6;0.002819548872180451;6;0
170463203;5;3376;3;0.001481042654028436;5;0
170472161;5;2500;2;0.002;5;0
170475614;3;1924;2;0.0015592515592515593;3;0
170480998;8;2870;5;0.0027874564459930314;8;0
170526605;1;0;1;0.0;1;0
