IP de Origem;Qtd_Conexoes;Tempo_Segundos;Diversidade_IP_Destino;Requisicoes_por_Segundo;Qtd_Portas_Solicitadas;Blacklist
0;1;;1;0.0;1;0
167781532;11;75.0;11;0.14666666666666667;11;0
167789405;14;155.0;14;0.09032258064516129;14;0
167795710;11;29.0;1;0.3793103448275862;11;0
167804971;21;64.0;1;0.328125;21;0
167814477;21;62.0;1;0.3387096774193548;21;0
167820444;19;55.0;1;0.34545454545454546;19;0
167821853;11;119.0;11;0.09243697478991597;11;0
167826808;16;116.0;16;0.13793103448275862;16;0
167828453;15;123.0;15;0.12195121951219512;15;0
167830771;12;132.0;12;0.09090909090909091;12;0
167835050;14;131.0;14;0.10687022900763359;14;0
167846027;16;148.0;16;0.10810810810810811;16;0
167854566;10;36.0;1;0.2777777777777778;10;0
167867419;21;65.0;1;0.3230769230769231;21;0
167888068;11;27.0;1;0.4074074074074074;11;0
167891997;16;167.0;16;0.09580838323353294;16;0
167900688;11;120.0;11;0.09166666666666666;11;0
167909928;22;59.0;1;0.3728813559322034;22;0
167919454;14;163.0;14;0.08588957055214724;14;0
167924605;7;74.0;7;0.0945945945945946;7;0
167930300;18;51.0;1;0.35294117647058826;18;0
167935024;15;186.0;15;0.08064516129032258;15;0
167940487;5;45.0;5;0.1111111111111111;5;0
167941286;17;43.0;1;0.3953488372093023;17;0
167946134;6;69.0;6;0.08695652173913043;6;0
167951173;17;126.0;17;0.1349206349206349;17;0
167960987;17;53.0;1;0.32075471698113206;17;0
167961043;18;61.0;1;0.29508196721311475;18;0
167964498;23;61.0;1;0.3770491803278688;23;0
167966238;25;67.0;1;0.373134328358209;25;0
167971620;12;25.0;1;0.48;12;0
167979664;17;44.0;1;0.38636363636363635;17;0
167985447;10;80.0;10;0.125;10;0
167987272;9;115.0;9;0.0782608695652174;9;0
167988305;5;53.0;5;0.09433962264150944;5;0
167999564;11;23.0;1;0.4782608695652174;11;0
168008181;22;68.0;1;0.3235294117647059;22;0
168008266;12;108.0;12;0.1111111111111111;12;0
168011711;10;25.0;1;0.4;10;0
168014865;14;179.0;14;0.0782122905027933;14;0
168016092;13;116.0;13;0.11206896551724138;13;0
168021597;6;55.0;6;0.10909090909090909;6;0
168022077;10;61.0;10;0.16393442622950818;10;0
168025786;11;86.0;11;0.12790697674418605;11;0
168029234;16;122.0;16;0.13114754098360656;16;0
168042443;10;130.0;10;0.07692307692307693;10;0
168043386;14;115.0;14;0.12173913043478261;14;0
168057566;13;42.0;1;0.30952380952380953;13;0
168063127;22;55.0;1;0.4;22;0
168064075;20;3587.0;20;0.005575689991636465;20;0
168068866;12;126.0;12;0.09523809523809523;12;0
168070965;24;70.0;1;0.34285714285714286;24;0
168080862;22;45.0;1;0.4888888888888889;22;0
168091422;19;54.0;1;0.35185185185185186;19;0
168093779;20;163.0;20;0.12269938650306748;20;0
168098226;18;49.0;1;0.3673469387755102;18;0
168100606;11;33.0;1;0.3333333333333333;11;0
168101725;11;96.0;11;0.11458333333333333;11;0
168108924;19;54.0;1;0.35185185185185186;19;0
168112656;25;70.0;1;0.35714285714285715;25;0
168113025;15;156.0;15;0.09615384615384616;15;0
168113616;14;183.0;14;0.07650273224043716;14;0
168117798;16;44.0;1;0.36363636363636365;16;0
168122341;12;118.0;12;0.1016949152542373;12;0
168122459;17;110.0;17;0.15454545454545454;17;0
168127363;13;88.0;13;0.14772727272727273;13;0
168140272;13;159.0;13;0.08176100628930817;13;0
168153012;18;134.0;18;0.13432835820895522;18;0
168156986;15;97.0;15;0.15463917525773196;15;0
168165383;18;148.0;18;0.12162162162162163;18;0
168167883;14;33.0;1;0.42424242424242425;14;0
168169177;7;95.0;7;0.07368421052631578;7;0
168172818;13;32.0;1;0.40625;13;0
168173875;9;114.0;9;0.07894736842105263;9;0
168208265;13;88.0;13;0.14772727272727273;13;0
168227986;25;73.0;1;0.3424657534246575;25;0
168234471;15;122.0;15;0.12295081967213115;15;0
168261497;18;154.0;18;0.11688311688311688;18;0
168261841;15;136.0;15;0.11029411764705882;15;0
168272700;7;86.0;7;0.08139534883720931;7;0
168272929;12;134.0;12;0.08955223880597014;12;0
168274900;16;48.0;1;0.3333333333333333;16;0
168284517;24;72.0;1;0.3333333333333333;24;0
168284556;10;87.0;10;0.11494252873563218;10;0
168286521;19;157.0;19;0.12101910828025478;19;0
168288072;17;48.0;1;0.3541666666666667;17;0
168303526;6;70.0;6;0.08571428571428572;6;0
168306533;11;114.0;11;0.09649122807017543;11;0
168309227;18;50.0;1;0.36;18;0
168311791;7;77.0;7;0.09090909090909091;7;0
168315624;10;69.0;10;0.14492753623188406;10;0
168318499;18;133.0;18;0.13533834586466165;18;0
168324406;13;113.0;13;0.11504424778761062;13;0
168332304;21;58.0;1;0.3620689655172414;21;0
168334675;18;3586.0;18;0.0050195203569436695;18;0
168339188;12;144.0;12;0.08333333333333333;12;0
168339277;16;125.0;16;0.128;16;0
168348937;16;116.0;16;0.13793103448275862;16;0
168349426;14;40.0;1;0.35;14;0
168350233;16;51.0;1;0.3137254901960784;16;0
168391247;11;93.0;11;0.11827956989247312;11;0
168396623;15;97.0;15;0.15463917525773196;15;0
168399542;22;66.0;1;0.3333333333333333;22;0
168413663;11;105.0;11;0.10476190476190476;11;0
168424912;19;180.0;19;0.10555555555555556;19;0
168426334;11;140.0;11;0.07857142857142857;11;0
168431105;16;166.0;16;0.0963855421686747;16;0
168446597;20;173.0;20;0.11560693641618497;20;0
168452467;12;96.0;12;0.125;12;0
168455102;8;96.0;8;0.08333333333333333;8;0
168471366;6;65.0;6;0.09230769230769231;6;0
168476391;12;129.0;12;0.09302325581395349;12;0
168485789;14;46.0;1;0.30434782608695654;14;0
168486600;12;106.0;12;0.11320754716981132;12;0
168506816;7;93.0;7;0.07526881720430108;7;0
168515823;12;38.0;1;0.3157894736842105;12;0
168533793;16;44.0;1;0.36363636363636365;16;0
168535552;9;114.0;9;0.07894736842105263;9;0
168562959;10;32.0;1;0.3125;10;0
168565541;10;25.0;1;0.4;10;0
168578155;11;27.0;1;0.4074074074074074;11;0
168579490;15;210.0;15;0.07142857142857142;15;0
168582151;17;51.0;1;0.3333333333333333;17;0
168591343;12;80.0;12;0.15;12;0
168591387;13;91.0;13;0.14285714285714285;13;0
168597143;18;65.0;1;0.27692307692307694;18;0
168602650;6;81.0;6;0.07407407407407407;6;0
168605262;20;227.0;20;0.0881057268722467;20;0
168608052;23;65.0;1;0.35384615384615387;23;0
168608607;16;110.0;16;0.14545454545454545;16;0
168617258;20;164.0;20;0.12195121951219512;20;0
168622421;12;81.0;12;0.14814814814814814;12;0
168622778;15;133.0;15;0.11278195488721804;15;0
168642879;12;28.0;1;0.42857142857142855;12;0
168648235;7;56.0;7;0.125;7;0
168652701;9;82.0;9;0.10975609756097561;9;0
168669948;10;74.0;10;0.13513513513513514;10;0
168685042;16;167.0;16;0.09580838323353294;16;0
168689698;18;179.0;18;0.1005586592178771;18;0
168689776;10;75.0;10;0.13333333333333333;10;0
168692430;19;45.0;1;0.4222222222222222;19;0
168703555;20;165.0;20;0.12121212121212122;20;0
168704684;24;59.0;1;0.4067796610169492;24;0
168711460;20;150.0;20;0.13333333333333333;20;0
168724316;23;60.0;1;0.38333333333333336;23;0
168730602;17;51.0;1;0.3333333333333333;17;0
168735701;10;28.0;1;0.35714285714285715;10;0
168746380;8;3594.0;8;0.0022259321090706734;8;0
168747719;19;57.0;1;0.3333333333333333;19;0
168756372;13;40.0;1;0.325;13;0
168758784;16;186.0;16;0.08602150537634409;16;0
168761056;12;103.0;12;0.11650485436893204;12;0
168770499;13;30.0;1;0.43333333333333335;13;0
168770797;17;107.0;17;0.1588785046728972;17;0
168775922;17;127.0;17;0.13385826771653545;17;0
168781843;19;217.0;19;0.08755760368663594;19;0
168800387;14;161.0;14;0.08695652173913043;14;0
168804594;13;153.0;13;0.08496732026143791;13;0
168806025;19;161.0;19;0.11801242236024845;19;0
168812035;15;46.0;1;0.32608695652173914;15;0
168818188;6;64.0;6;0.09375;6;0
168820068;15;157.0;15;0.09554140127388536;15;0
168822220;14;38.0;1;0.3684210526315789;14;0
168832266;20;174.0;20;0.11494252873563218;20;0
168832892;21;56.0;1;0.375;21;0
168846515;19;59.0;1;0.3220338983050847;19;0
168852730;17;203.0;17;0.08374384236453201;17;0
168853395;13;112.0;13;0.11607142857142858;13;0
168854246;15;138.0;15;0.10869565217391304;15;0
168866770;12;121.0;12;0.09917355371900827;12;0
168869858;11;3585.0;11;0.0030683403068340305;11;0
168869869;15;133.0;15;0.11278195488721804;15;0
168871207;7;61.0;7;0.11475409836065574;7;0
168872939;13;28.0;1;0.4642857142857143;13;0
168881698;14;97.0;14;0.14432989690721648;14;0
168890643;10;108.0;10;0.09259259259259259;10;0
168893661;19;55.0;1;0.34545454545454546;19;0
168900734;25;74.0;1;0.33783783783783783;25;0
168917542;11;156.0;11;0.07051282051282051;11;0
168920238;17;223.0;17;0.07623318385650224;17;0
168934122;19;253.0;19;0.07509881422924901;19;0
168938776;9;104.0;9;0.08653846153846154;9;0
168956730;19;188.0;19;0.10106382978723404;19;0
168957122;17;97.0;17;0.17525773195876287;17;0
168960072;12;90.0;12;0.13333333333333333;12;0
168975413;8;71.0;8;0.11267605633802817;8;0
168978116;24;79.0;1;0.3037974683544304;24;0
168979578;16;115.0;16;0.1391304347826087;16;0
