IP de Origem;Qtd_Conexoes;Tempo_Segundos;Diversidade_IP_Destino;Requisicoes_por_Segundo;Qtd_Portas_Solicitadas;Blacklist
167818174;7;2193;7;0.0031919744642042863;7;0
167844845;6;2220;6;0.002702702702702703;6;0
167858192;12;2117;11;0.005668398677373642;12;0
167859091;1;0;1;0.0;1;0
167920836;9;2390;9;0.0037656903765690376;9;0
167968633;7;3325;7;0.002105263157894737;7;0
168027277;9;2644;9;0.00340393343419062;9;0
168047326;2;1089;2;0.0018365472910927456;2;0
168071283;5;1261;5;0.003965107057890563;5;0
168078284;5;2727;5;0.0018335166850018336;5;0
168121155;5;1264;5;0.003955696202531646;5;0
168154542;7;3361;7;0.0020827134781315083;7;0
168162846;6;3192;6;0.0018796992481203006;6;0
168175946;6;1814;6;0.0033076074972436605;6;0
168179929;9;2612;9;0.003445635528330781;9;0
168181893;4;3037;4;0.0013170892327955218;4;0
168199000;6;1437;6;0.0041753653444676405;6;0
168216693;9;3192;9;0.002819548872180451;9;0
168273005;2;319;2;0.006269592476489028;2;0
168280782;3;2610;3;0.0011494252873563218;3;0
168307531;1;0;1;0.0;1;0
168327261;4;2428;4;0.0016474464579901153;4;0
168355927;7;2394;7;0.0029239766081871343;7;0
168357632;5;2363;5;0.0021159542953872196;5;0
168376029;8;3421;8;0.00233849751534639;8;0
168392494;5;2581;5;0.0019372336303758234;5;0
168431925;5;2990;5;0.0016722408026755853;5;0
168432922;3;2115;3;0.0014184397163120568;3;0
168464889;3;547;3;0.005484460694698354;3;0
168468416;2;936;2;0.002136752136752137;2;0
168471786;8;3034;8;0.0026367831245880024;8;0
168483664;7;3105;7;0.0022544283413848632;7;0
168503190;4;1428;4;0.0028011204481792717;4;0
168518311;8;2653;8;0.003015454202789295;8;0
168532977;7;2525;7;0.002772277227722772;7;0
168568273;6;2221;6;0.0027014858171994596;6;0
168596256;2;844;2;0.002369668246445498;2;0
168653204;7;2136;7;0.0032771535580524347;7;0
168671275;3;1167;3;0.002570694087403599;3;0
168686167;4;2407;4;0.0016618196925633569;4;0
168704725;3;1432;3;0.002094972067039106;3;0
168743608;4;1329;4;0.0030097817908201654;4;0
168772109;12;2862;12;0.0041928721174004195;12;0
168780031;3;83;3;0.03614457831325301;3;0
168782566;6;2499;6;0.0024009603841536613;6;0
168796460;7;3161;7;0.002214489085732363;7;0
168867282;5;2159;5;0.002315886984715146;5;0
168870611;5;2475;5;0.00202020202020202;5;0
168873388;5;2976;5;0.0016801075268817205;5;0
168874512;9;2377;9;0.0037862852334875894;9;0
168913863;6;1931;6;0.0031071983428275505;6;0
168926388;7;3389;7;0.0020655060489820007;7;0
168944156;9;3440;9;0.002616279069767442;9;0
168948967;5;1125;5;0.0044444444444444444;5;0
168960814;8;3269;8;0.002447231569287244;8;0
168968464;1;0;1;0.0;1;0
168989549;4;1793;4;0.002230897936419409;4;0
169037237;4;1599;4;0.0025015634771732333;4;0
169078232;4;2759;4;0.0014498006524102935;4;0
169096808;7;2905;7;0.0024096385542168677;7;0
169121418;3;1001;3;0.002997002997002997;3;0
169137943;7;3329;7;0.0021027335536197055;7;0
169157698;4;3005;4;0.0013311148086522463;4;0
169168866;7;2049;7;0.003416300634455832;7;0
169171229;6;2777;6;0.0021606049693914295;6;0
169181629;4;2493;4;0.001604492579221821;4;0
169185959;8;2928;8;0.00273224043715847;8;0
169195984;5;1704;5;0.0029342723004694834;5;0
169245297;5;3338;5;0.0014979029358897543;5;0
169343937;3;1646;3;0.0018226002430133657;3;0
169380466;4;1334;4;0.0029985007496251873;4;0
169392869;7;2094;7;0.0033428844317096467;7;0
169459627;3;2770;3;0.0010830324909747292;3;0
169492671;5;1625;5;0.003076923076923077;5;0
169499287;5;2096;4;0.002385496183206107;5;0
169504404;8;2706;8;0.0029563932002956393;8;0
169531345;3;1566;3;0.0019157088122605363;3;0
169531617;11;3492;11;0.003150057273768614;11;0
169541877;9;3538;9;0.002543810062182024;9;0
169562194;5;2573;5;0.00194325689856199;5;0
169586878;4;2188;4;0.0018281535648994515;4;0
169613725;4;2252;4;0.0017761989342806395;4;0
169706134;5;1673;5;0.002988643156007173;5;0
169751607;7;3135;7;0.0022328548644338117;7;0
169790583;5;2244;5;0.0022281639928698753;5;0
169803504;4;2499;4;0.001600640256102441;4;0
169856012;3;1348;3;0.002225519287833828;3;0
169880476;6;2882;6;0.002081887578070784;6;0
169914278;3;1476;3;0.0020325203252032522;3;0
169923595;5;2610;5;0.0019157088122605363;5;0
169944227;5;1907;5;0.0026219192448872575;5;0
169947673;3;1394;3;0.002152080344332855;3;0
169982829;4;3184;4;0.001256281407035176;4;0
170026928;7;2187;7;0.003200731595793324;7;0
170029992;8;3462;8;0.002310803004043905;8;0
170039326;2;2618;2;0.0007639419404125286;2;0
170052467;5;3062;5;0.0016329196603527107;5;0
170108328;7;3381;7;0.002070393374741201;7;0
170120544;3;1402;3;0.0021398002853067048;3;0
170123401;2;704;2;0.002840909090909091;2;0
170134382;3;526;2;0.005703422053231939;3;0
170141855;4;3147;4;0.001271051795360661;4;0
170147144;8;3049;8;0.0026238110856018366;8;0
170199812;3;2940;3;0.0010204081632653062;3;0
170291062;4;3035;4;0.0013179571663920922;4;0
170348357;3;859;3;0.0034924330616996507;3;0
170355034;3;2133;3;0.0014064697609001407;3;0
170370269;4;1710;4;0.0023391812865497076;4;0
170399451;9;3292;9;0.0027339003645200487;9;0
170477513;5;2099;5;0.0023820867079561697;5;0
170482699;4;2533;4;0.0015791551519936833;4;0
170489025;5;2476;5;0.0020193861066235864;5;0
170489690;5;3195;5;0.001564945226917058;5;0
170491119;4;1334;4;0.0029985007496251873;4;0
170512187;6;2212;6;0.0027124773960217;6;0
170561524;5;1747;5;0.0028620492272467086;5;0
170561533;3;1795;3;0.001671309192200557;3;0
170581100;6;2783;6;0.0021559468199784403;6;0
170656868;6;3136;6;0.001913265306122449;6;0
170705655;2;1042;2;0.0019193857965451055;2;0
170715074;6;2393;6;0.0025073129962390303;6;0
170727958;4;615;4;0.0065040650406504065;4;0
170748651;7;1464;7;0.0047814207650273225;7;0
170749791;3;1706;3;0.0017584994138335288;3;0
170778627;3;2467;3;0.0012160518848804217;3;0
170845959;3;86;3;0.03488372093023256;3;0
170864362;6;1700;6;0.0035294117647058825;6;0
170865353;3;991;3;0.0030272452068617556;3;0
170877053;5;3298;5;0.0015160703456640388;5;0
170888113;6;2961;6;0.002026342451874367;6;0
171038315;10;2893;10;0.0034566194262011752;10;0
171046361;5;1633;5;0.003061849357011635;5;0
171056988;8;2864;8;0.002793296089385475;8;0
171065177;5;2674;5;0.0018698578908002991;5;0
171068638;3;1789;3;0.0016769144773616546;3;0
171094884;6;1892;6;0.003171247357293869;6;0
171094919;5;3172;5;0.0015762925598991173;5;0
171120096;1;0;1;0.0;1;0
171167354;4;2597;4;0.0015402387370042356;4;0
171219516;2;1260;2;0.0015873015873015873;2;0
171231748;8;2777;8;0.0028808066258552397;8;0
171236937;3;3460;3;0.0008670520231213873;3;0
171250749;2;2162;2;0.0009250693802035153;2;0
171261420;6;2647;6;0.0022667170381564035;6;0
171266643;8;2867;8;0.0027903732124171608;8;0
171296603;4;2211;4;0.0018091361374943465;4;0
171315219;2;918;2;0.002178649237472767;2;0
171364963;5;2936;5;0.0017029972752043597;5;0
171405834;4;1440;4;0.002777777777777778;4;0
171428582;7;849;7;0.008244994110718492;7;0
171442138;5;2263;5;0.002209456473707468;5;0
171479466;2;2692;2;0.0007429420505200594;2;0
171480199;3;2397;3;0.0012515644555694619;3;0
171482913;3;2512;3;0.0011942675159235668;3;0
171491690;3;3210;3;0.0009345794392523365;3;0
171525965;3;2535;3;0.001183431952662722;3;0
171555546;3;1330;3;0.002255639097744361;3;0
171599382;4;2800;4;0.0014285714285714286;4;0
171680039;3;1643;3;0.0018259281801582471;3;0
171752645;5;3257;5;0.0015351550506601166;5;0
171805398;7;2911;7;0.0024046719340432843;7;0
171815446;2;263;2;0.0076045627376425855;2;0
171842477;3;1999;3;0.0015007503751875938;3;0
171880612;3;2218;3;0.001352569882777277;3;0
171894501;5;919;5;0.00544069640914037;5;0
171939505;3;1392;3;0.0021551724137931034;3;0
171951248;6;2057;6;0.002916869227029655;6;0
171954860;3;1232;3;0.002435064935064935;3;0
171956278;1;0;1;0.0;1;0
171971746;3;2488;3;0.0012057877813504824;3;0
171999269;2;2160;2;0.000925925925925926;2;0
172000297;4;1833;4;0.002182214948172395;4;0
172010732;5;1296;5;0.0038580246913580245;5;0
172020220;4;2406;4;0.0016625103906899418;4;0
172073302;4;2319;4;0.0017248814144027599;4;0
172080529;1;0;1;0.0;1;0
172081258;3;1465;3;0.0020477815699658703;3;0
172083024;4;3212;3;0.0012453300124533001;4;0
172127526;5;2965;5;0.0016863406408094434;5;0
172139732;5;2047;5;0.002442598925256473;5;0
172155694;3;3037;3;0.0009878169245966415;3;0
172200664;6;2797;6;0.0021451555237754737;6;0
172204394;10;3019;10;0.0033123550844650546;10;0
172265097;4;2150;4;0.0018604651162790699;4;0
172306824;5;1215;5;0.00411522633744856;5;0
172312037;5;2757;5;0.0018135654697134566;5;0
172337119;7;2211;7;0.003165988240615106;7;0
172339331;8;3215;8;0.002488335925349922;8;0
172354229;2;55;2;0.03636363636363636;2;0
172368178;5;2747;5;0.0018201674554058974;5;0
172454209;8;2990;8;0.0026755852842809363;8;0
172463411;6;771;6;0.007782101167315175;6;0
172479950;9;3326;9;0.0027059530968129887;9;0
172493902;6;2818;6;0.0021291696238466998;6;0
172551327;5;3209;5;0.0015581177937052041;5;0
172594588;6;1669;6;0.0035949670461354103;6;0
172596999;2;509;2;0.003929273084479371;2;0
172602307;5;1090;5;0.0045871559633027525;5;0
172610162;6;2766;6;0.0021691973969631237;6;0
172626415;4;3184;4;0.001256281407035176;4;0
172636650;6;2886;5;0.002079002079002079;6;0
172638206;5;1859;5;0.0026896180742334587;5;0
172644037;5;2370;5;0.002109704641350211;5;0
172644072;3;2931;3;0.0010235414534288639;3;0
172648057;7;1649;7;0.004244996967859308;7;0
172694171;3;2393;3;0.0012536564981195152;3;0
172697060;7;3005;7;0.002329450915141431;7;0
172711688;5;2271;5;0.002201673271686482;5;0
172802664;9;2129;9;0.004227336777829967;9;0
172803490;9;3140;9;0.0028662420382165603;9;0
172823790;8;2702;8;0.0029607698001480384;8;0
172875870;4;2327;4;0.0017189514396218307;4;0
172912855;6;2139;6;0.002805049088359046;6;0
172915900;5;2754;5;0.0018155410312273058;5;0
172922586;4;1490;4;0.0026845637583892616;4;0
172949556;3;1725;3;0.0017391304347826088;3;0
172968902;10;3000;10;0.0033333333333333335;10;0
172975548;5;1840;5;0.002717391304347826;5;0
172998695;5;2127;5;0.0023507287259050304;5;0
173002571;6;2990;6;0.002006688963210702;6;0
173015682;7;2151;7;0.0032543003254300326;7;0
173028129;5;3326;5;0.001503307276007216;5;0
173093358;3;376;3;0.007978723404255319;3;0
173095524;6;1864;6;0.003218884120171674;6;0
173104081;7;2221;7;0.0031517334533993696;7;0
173129838;7;1969;7;0.0035551041137633316;7;0
173146559;7;2661;7;0.0026305900037579856;7;0
173155121;7;2898;7;0.0024154589371980675;7;0
173161050;5;3037;5;0.0016463615409944023;5;0
173200044;8;3207;8;0.002494543186778921;8;0
173201150;6;2014;6;0.0029791459781529296;6;0
173209406;6;2691;6;0.002229654403567447;6;0
173286932;8;2711;8;0.002950940612320177;8;0
173288639;6;3503;6;0.0017128175849272054;6;0
173327204;1;0;1;0.0;1;0
173340592;5;2443;5;0.002046663937781416;5;0
173348354;2;2267;2;0.000882223202470225;2;0
173401507;9;1621;9;0.005552128315854411;9;0
173486146;4;3147;4;0.001271051795360661;4;0
173502982;8;3187;8;0.0025101976780671476;8;0
173526065;7;3234;7;0.0021645021645021645;7;0
173552838;4;2114;4;0.001892147587511826;4;0
173589615;3;1473;3;0.002036659877800407;3;0
173600167;2;1762;2;0.0011350737797956867;2;0
173608883;3;1551;3;0.0019342359767891683;3;0
173708314;3;2557;3;0.0011732499022291747;3;0
173752499;5;3078;5;0.0016244314489928524;5;0
173762456;3;910;3;0.0032967032967032967;3;0
173794083;6;3161;6;0.0018981335020563112;6;0
173873240;5;2755;5;0.0018148820326678765;5;0
173887298;4;1545;4;0.0025889967637540453;4;0
173909955;4;2936;4;0.0013623978201634877;4;0
173924204;2;2857;2;0.0007000350017500875;2;0
173928888;7;1930;7;0.003626943005181347;7;0
173929116;7;3028;7;0.002311756935270806;7;0
173929339;6;3307;6;0.0018143332325370426;6;0
173955975;6;1699;6;0.003531489111241907;6;0
174008228;6;1138;6;0.005272407732864675;6;0
174044559;9;1737;9;0.0051813471502590676;9;0
174084905;7;3336;7;0.0020983213429256594;7;0
174114972;4;2500;4;0.0016;4;0
174120833;3;3372;3;0.0008896797153024911;3;0
174124779;3;1675;3;0.001791044776119403;3;0
174139641;6;2391;6;0.002509410288582183;6;0
174147366;5;2466;5;0.00202757502027575;5;0
174181618;3;1831;3;0.0016384489350081922;3;0
174191738;1;0;1;0.0;1;0
174192478;5;2003;5;0.0024962556165751375;5;0
174195563;8;2946;8;0.0027155465037338763;8;0
174200685;8;2711;8;0.002950940612320177;8;0
174207977;3;1306;3;0.002297090352220521;3;0
174280237;12;3015;12;0.003980099502487562;12;0
174281461;2;1512;2;0.0013227513227513227;2;0
174301552;3;1678;3;0.0017878426698450535;3;0
174306428;8;2111;8;0.0037896731406916154;8;0
174325063;6;2351;6;0.002552105487026797;6;0
174331620;5;3444;5;0.0014518002322880372;5;0
174345092;5;2954;5;0.0016926201760324984;5;0
174348442;4;1352;4;0.0029585798816568047;4;0
174358041;4;1960;4;0.0020408163265306124;4;0
174382820;4;1880;4;0.002127659574468085;4;0
174399781;4;2337;4;0.0017115960633290544;4;0
174417345;5;2537;5;0.001970831690973591;5;0
174420826;3;1269;3;0.002364066193853428;3;0
174435904;7;2961;7;0.002364066193853428;7;0
174436381;6;3218;6;0.0018645121193287756;6;0
174539801;4;1916;4;0.0020876826722338203;4;0
174547594;5;2034;5;0.0024582104228121925;5;0
174552034;8;3125;8;0.00256;8;0
174605331;4;3387;4;0.00118098612341305;4;0
174646009;5;2900;5;0.0017241379310344827;5;0
174793138;5;1954;5;0.00255885363357216;5;0
174796432;9;2757;9;0.003264417845484222;9;0
174852603;6;2778;6;0.0021598272138228943;6;0
174853608;3;2993;3;0.0010023387905111927;3;0
174865909;2;1947;2;0.001027221366204417;2;0
174885116;5;2730;5;0.0018315018315018315;5;0
174914634;3;1166;3;0.002572898799313894;3;0
174953092;2;379;2;0.005277044854881266;2;0
174963953;5;1987;5;0.0025163563160543532;5;0
174966661;4;3280;4;0.0012195121951219512;4;0
174981760;3;1073;3;0.0027958993476234857;3;0
174999130;7;2598;7;0.0026943802925327174;7;0
175000869;2;757;2;0.002642007926023778;2;0
175003497;5;2854;5;0.001751927119831815;5;0
175017428;9;3089;9;0.0029135642602784073;9;0
175022806;8;2671;8;0.002995132909022838;8;0
175066135;5;1004;5;0.0049800796812749;5;0
175086289;6;2578;6;0.0023273855702094647;6;0
175164286;5;1859;5;0.0026896180742334587;5;0
175176978;4;2479;4;0.0016135538523598225;4;0
175204258;5;2393;5;0.002089427496865859;5;0
175257192;5;2582;5;0.0019364833462432224;5;0
175260131;4;617;4;0.006482982171799027;4;0
175264699;7;1662;7;0.00421179302045728;7;0
175301706;6;2547;6;0.002355712603062426;6;0
175316370;4;2429;4;0.0016467682173734047;4;0
175354640;5;3444;5;0.0014518002322880372;5;0
175478787;1;0;1;0.0;1;0
175513444;2;355;2;0.005633802816901409;2;0
175543049;2;53;2;0.03773584905660377;2;0
175548250;5;2631;5;0.0019004180919802356;5;0
175575481;5;1397;5;0.0035790980672870437;5;0
175662093;4;2570;4;0.0015564202334630351;4;0
175663357;7;3105;7;0.0022544283413848632;7;0
175725730;5;1694;5;0.0029515938606847697;5;0
175733978;6;2921;6;0.0020540910647038686;6;0
175752476;8;2725;8;0.0029357798165137615;8;0
175807746;7;2661;7;0.0026305900037579856;7;0
175811905;8;2569;8;0.003114052160373686;8;0
175823087;7;3136;7;0.002232142857142857;7;0
175847356;6;3046;6;0.001969796454366382;6;0
175863659;3;1021;3;0.002938295788442703;3;0
175911131;4;2508;4;0.001594896331738437;4;0
175933607;7;2711;7;0.0025820730357801547;7;0
175935527;7;3429;7;0.002041411490230388;7;0
175941567;8;3143;8;0.002545338848234171;8;0
175947290;4;1424;4;0.0028089887640449437;4;0
175963066;8;1188;8;0.006734006734006734;8;0
176088069;4;1631;4;0.002452483139178418;4;0
176095759;6;2783;6;0.0021559468199784403;6;0
176203025;7;2258;7;0.003100088573959256;7;0
176239763;7;2082;7;0.0033621517771373678;7;0
176287528;4;2831;3;0.001412928293889085;4;0
176300851;8;2133;8;0.003750586029067042;8;0
176310692;6;1895;6;0.0031662269129287598;6;0
176329605;6;2272;6;0.002640845070422535;6;0
176346657;6;2967;6;0.0020222446916076846;6;0
176366794;4;2084;4;0.0019193857965451055;4;0
176374876;3;2474;3;0.0012126111560226355;3;0
176397420;5;2013;5;0.0024838549428713363;5;0
176412293;5;2907;5;0.0017199862401100791;5;0
176443681;4;1475;4;0.002711864406779661;4;0
176453045;3;2902;3;0.0010337698139214334;3;0
176457506;5;2780;5;0.0017985611510791368;5;0
176508798;3;1641;3;0.0018281535648994515;3;0
176514684;7;3318;7;0.002109704641350211;7;0
176531733;5;2328;5;0.002147766323024055;5;0
176532744;4;2224;4;0.0017985611510791368;4;0
176566883;6;2776;6;0.002161383285302594;6;0
176599401;4;787;4;0.005082592121982211;4;0
176615829;5;2704;5;0.0018491124260355029;5;0
176625614;2;1959;2;0.0010209290454313426;2;0
176629367;6;2495;6;0.002404809619238477;6;0
176707805;1;0;1;0.0;1;0
176757017;5;3411;5;0.001465845793022574;5;0
176807502;4;3057;4;0.0013084723585214263;4;0
176827940;4;1269;4;0.0031520882584712374;4;0
176867852;4;2315;4;0.0017278617710583153;4;0
176908357;7;3289;7;0.002128306476132563;7;0
176943826;4;3106;4;0.00128783000643915;4;0
176958565;8;2950;8;0.002711864406779661;8;0
176982140;7;2624;7;0.0026676829268292685;7;0
177080157;4;2175;4;0.0018390804597701149;4;0
177102955;2;773;2;0.00258732212160414;2;0
177129379;3;1248;3;0.002403846153846154;3;0
177242926;6;2137;6;0.0028076743097800653;6;0
177244534;5;1849;5;0.0027041644131963224;5;0
177265990;7;2493;7;0.002807862013638187;7;0
177285064;4;1737;4;0.002302820955670697;4;0
177293626;7;3275;7;0.002137404580152672;7;0
177320101;8;3414;8;0.0023432923257176333;8;0
177328739;2;1110;2;0.0018018018018018018;2;0
177334238;5;2537;5;0.001970831690973591;5;0
177359186;6;2775;6;0.002162162162162162;6;0
177361923;10;2970;10;0.003367003367003367;10;0
177368185;3;547;3;0.005484460694698354;3;0
177386835;3;2466;3;0.0012165450121654502;3;0
177406299;2;670;2;0.0029850746268656717;2;0
177406773;5;2346;5;0.002131287297527707;5;0
177533334;7;2446;7;0.0028618152085036794;7;0
177594827;9;3010;9;0.002990033222591362;9;0
177595619;2;3200;2;0.000625;2;0
177654818;3;2197;3;0.0013654984069185253;3;0
177699816;8;3400;8;0.002352941176470588;8;0
177701405;3;1137;3;0.002638522427440633;3;0
177706414;3;2900;3;0.0010344827586206897;3;0
177713076;2;571;2;0.0035026269702276708;2;0
177750432;4;1233;4;0.0032441200324412004;4;0
177757049;10;3155;10;0.003169572107765452;10;0
177781972;5;2795;5;0.0017889087656529517;5;0
177794315;5;3348;5;0.0014934289127837516;5;0
177801119;8;2743;8;0.002916514764855997;8;0
177812899;3;1578;3;0.0019011406844106464;3;0
177821601;10;2450;10;0.004081632653061225;10;0
177828200;2;1130;2;0.0017699115044247787;2;0
177982834;3;862;3;0.0034802784222737818;3;0
177994376;6;3376;6;0.0017772511848341231;6;0
178003505;3;1647;3;0.0018214936247723133;3;0
178013591;8;2419;8;0.0033071517155849523;8;0
178037135;4;2780;4;0.0014388489208633094;4;0
178062278;4;1980;4;0.00202020202020202;4;0
178085854;7;3492;7;0.002004581901489118;7;0
178093004;7;3269;7;0.0021413276231263384;7;0
178135252;3;844;3;0.0035545023696682463;3;0
178141205;8;1896;8;0.004219409282700422;8;0
178184559;4;3250;4;0.0012307692307692308;4;0
178192967;5;2040;5;0.0024509803921568627;5;0
178199410;6;2271;6;0.002642007926023778;6;0
178242533;8;2453;8;0.003261312678353037;8;0
178263684;5;2364;5;0.0021150592216582064;5;0
178273592;5;1688;5;0.002962085308056872;5;0
178297895;1;0;1;0.0;1;0
178298955;5;2283;5;0.002190100744634253;5;0
178311585;4;1986;4;0.002014098690835851;4;0
178346307;6;3396;6;0.0017667844522968198;6;0
178372181;6;2896;6;0.0020718232044198894;6;0
178392399;4;3126;4;0.0012795905310300703;4;0
178405491;4;1030;4;0.003883495145631068;4;0
178418137;4;2964;4;0.001349527665317139;4;0
178423256;8;3181;8;0.002514932411191449;8;0
178460051;3;1039;3;0.0028873917228103944;3;0
178466202;5;1682;5;0.002972651605231867;5;0
178494255;5;3278;5;0.001525320317266626;5;0
178502489;8;2496;8;0.003205128205128205;8;0
178513870;2;587;2;0.0034071550255536627;2;0
178537516;4;3326;4;0.0012026458208057728;4;0
178570346;3;3420;3;0.0008771929824561404;3;0
